"year","emissions","municipality","surface","compactness","demand","gas_consume","electricity_consume","diesel_consume","eco_consume","co2","energy"
"1960","84.25","Sabadell","109.75","0.61","243.2","332.07","0","0","398.53","G","G"
"1925","34.27","Sabadell","70","2.31","119.2","0","39.7","0","178.52","D","E"
"1969","43.8","SANTA EULALIA DE RONÇANA","151.99","0.88","156.27","0","27.24","0","218.5","E","E"
"1999","59.35","Sant Pere de Ribes","56.62","0.84","214.65","0","17.53","0","287.91","E","F"
"1985","61.47","Font del Bosc","62.32","0.88","183.7","0","157.9","0","353.69","E","G"
"1976","94.54","SITGES","135.05","0.89","261.95","368.35","1.9","0","448.44","G","G"
"1900","70.13","SANT MARTÍ SESGUEIOLES","81","1.32","135.62","0","0","196.12","275.76","F","F"
"1987","57.66","Sant Cugat del Vallés","335","1.26","189.4","223.11","0.82","0","273.98","E","F"
"1965","98.11","Barberá del Vallés","133","0.83","251.11","374.38","0","0","467.73","G","G"
"1979","37.39","Mediona","70","1.09","125.48","31.39","0","0","176.57","E","E"
"1991","88.73","Caldes de MOntbui","99.91","0.8","182.63","0","0","257.58","345.99","G","G"
"1982","20.84","La Garriga","130","0.66","92.66","0","24.25","37.9","94","C","C"
"2009","34.27","MASQUEFA","131.32","1","119.99","0","0","106.18","132.55","D","D"
"1975","69.44","Moncada i Reixach","74.5","0.75","212.38","0","0","220.6","264.99","F","E"
"1970","97.08","Torrelles de Llobregat","83.49","0.8","234.01","0","0","304.41","373.1","G","G"
"1962","36.46","Barberá del Vallés","133.46","1.6","123.08","0","0","0","172.75","E","E"
"1970","56.62","VILASSAR DE MAR","127.85","1.22","169.88","215.14","0","0","270.23","E","E"
"1993","38.32","TORDERA","65.77","1.01","165.43","0","0","0","181.93","E","E"
"1936","73.05","Barcelona ","137.44","1.2","172.41","281.77","0","0","347.38","F","G"
"1986","113.44","Sant Vicenç dels Horts","80.21","1.16","227.48","0","38.67","319.85","459.56","G","G"
"1904","48.65","Vilafranca del Penedés","133","1.8","140.39","153.73","26.04","0","239.93","E","E"
"1988","59.2","Dosrius","89.9","1.07","173.45","230.1","0","0","280.97","E","F"
"1970","95.25","Sant Cugat del Vallés","295","1.22","166.29","0","0","297.8","366.64","G","G"
"1979","39.03","Vilanova i la Geltrú","61.66","0.69","167.3","0","0.82","0","180.44","E","E"
"1974","79.32","L'AMETLLA DEL VALLÈS","218","1.24","151.18","311.38","0","0","375.57","G","G"
"1965","50.87","Manlleu ","91","1.08","180.58","0","33.75","0","254.35","E","E"
"1900","53.91","Vilassar de Dalt","73.3","1.21","191.77","30.86","0","0","257.44","E","E"
"1994","15.08","PIERA","73","0.77","214.58","0","0","0","55.66","C","B"
"1948","72.62","L´Hospitalet de Llobregat","53.28","0.83","208.56","280.32","5.98","0","345.26","F","G"
"2000","69.42","AMETLLA DEL VALLES","201.5","1.13","166.89","0","0","218.25","266.42","F","E"
"2004","73.41","Rubí","140.57","0.93","173.4","0","3.31","230.68","281.79","F","F"
"1988","63.66","Sant Pere de Ribes","115","0.87","187.34","246.44","0","0","302.46","F","F"
"1963","26.29","Barcelona ","88","2.86","88.68","0","36.02","0","138.33","D","D"
"1770","74.3","CENTELLES","271.8","1.38","171.37","0","18.36","183.48","305.06","E","E"
"1977","39.93","Barcelona ","25","7.04","134.83","0","76.57","0","220.96","E","E"
"2003","34.95","Vilanova i la Geltrú","211.05","1.5","108.97","134.64","1.97","0","166.27","E","E"
"1996","98.83","Sentmenat","98.84","0.97","188.79","0","0","314.84","376.62","G","G"
"1976","89.89","Vilanova i la Geltrú","65.5","0.77","327.97","0","41.22","0","444.75","G","G"
"2011","22.76","Mataró","37.86","3.26","73.21","16.02","56.57","0","129.6","D","D"
"2006","26.8","OLESA DE MONTSERRAT","148.5","2.31","91.03","55.24","38.09","0","141.77","D","D"
"1999","37.01","Viladecans","210.75","0.94","115.85","143.38","0.6","0","175.82","E","E"
"1950","52.96","El PLa del Penedes","142","1.91","158.06","0","160.01","0","312.65","E","F"
"1993","55.45","Caldes de Montbui","71","1.14","192.37","0","0","173.37","213.43","E","E"
"1962","78.4","Canovelles","72","0.86","196.68","303.52","0","0","372.46","G","G"
"1930","94.93","Seva ","214.87","1.07","178.99","0","0","300.97","362.7","G","G"
"1976","102.74","Cubelles","79.53","0.61","239.57","399.34","0","0","487.67","G","G"
"1991","41.92","Castelldefels","152.85","1.67","116.09","162.79","0","0","198.99","E","E"
"1975","58.08","Sant Pere de Ribes","101","1.1","207.08","0","35.14","0","289.17","E","F"
"1980","67.23","Olesa de Montserrat","100","0.87","176.72","0","0","184.88","258.05","F","E"
"1965","45.4","Sabadell","178","1.11","112.08","177.74","0","0","215.08","E","E"
"1900","51.75"," SANTA MARGARIDA I ELS MONJOS ","141.2","1.57","145.46","0","133.91","0","296.77","E","F"
"2000","54.06","Terrasa","67","0.79","130.87","214.54","0","0","255.3","E","F"
"1932","52.83","AIGUAFREDA","67.71","0.92","238.58","202.24","0","0","244.27","E","E"
"1955","58.56","El Masnou","60","0.83","184.27","227.7","0","0","277.91","E","F"
"1965","52.26","PREMIÀ DE DALT","92.96","0.92","183.83","196.28","5.56","0","250.06","E","E"
"1985","31.34","CABRERA DE MAR","192","2.54","91.82","120.7","0","0","148.07","D","D"
"1958","56.69","Barcelona ","73.2","0.77","187.5","65.45","0","0","269.46","E","E"
"1975","47.93","Sant Pere de Vilamajor","154","0.85","211.11","28.74","0","0","224.3","E","E"
"1973","20.46","Barcelona ","61","6.48","66.57","72.4","3.25","0","99.24","C","C"
"1989","99.83","Cardedeu","129.97","0.77","236.28","0","1.35","314.13","381.93","G","G"
"1929","62.34","CARDEDEU","137.63","1.31","191.97","239.66","0","0","296.67","E","F"
"1986","42.04","Barberá del Vallés","89.34","1.47","136.48","160.75","2.41","0","200.33","E","E"
"1995","71.15","Moncada i Reixach","143.06","0.89","208.7","276.3","0","0","337.79","F","G"
"1972","105.15","Malgrat de Mar","66","0.75","217.43","0","44.9","284.58","433.81","G","G"
"1940","35.14","Sant Feliu de Codines","78.69","2.38","121.53","0","36.29","0","180.51","E","E"
"2000","74.44","SANT PERE DE VILAMAJOR","101","0.67","216.54","0","0","221.34","276.92","F","F"
"1995","49.51","Sant Cugat del Vallés","317.65","1.57","152.2","0","146.99","0","292.28","E","F"
"2006","65.49","Granollers","81.5","0.86","108.08","244.43","0","0","313.84","F","F"
"1955","134.13","La Batllòria","52.84","0.71","262.28","0","0","394.21","523.35","G","G"
"2012","42.17","Cervelló","115.53","1.12","123.17","158.84","4.62","0","201.67","E","E"
"2004","50.12","LA ROCA DEL VALLÈS","132.24","0.81","156.44","184.72","0","0","240.92","E","E"
"2008","46.03","St. Fost Campsentelles","129.25","1.13","133.8","162.42","14.76","0","223.41","E","E"
"1964","76.01","Vacarisses","113.06","1.15","182.32","0","0","239.32","291.47","G","F"
"1900","39.76","Esparraguera","130.24","2.97","115.97","155.23","0","0","188.53","E","E"
"1964","45.2","Santa Coloma de Gramanet","134.19","1.66","133.2","0","110.08","0","257.62","E","E"
"1980","72.93","Dosrius","96","0.84","187.34","2.3","0","229.29","279.2","F","F"
"1963","44.07","Sabadell","89","1.31","138.48","170.24","0","0","209.48","E","E"
"1980","74.28","Palau-solità i Plegamans","105.16","1.01","217.73","273.85","14.4","0","356.99","F","G"
"2004","48.7","Arenys de Munt","130.77","1.86","164.44","185.26","0","0","232.33","E","E"
"2003","39","TONA","225","1.1","121.81","151.66","0","0","185.1","E","E"
"1980","57.29","Sant Cugat del Vallés","130.88","1.63","139.84","226.1","0","0","270.93","E","E"
"2007","46.25","Castellet i la Gornal","128.69","0.95","165.32","0","20.18","0","226.63","E","E"
"1969","61.21","Polinya","84","1.19","175.41","236.88","0","0","290.82","E","F"
"1993","68.72","Sant Boi de Llobregat","129.19","0.95","212.18","266.76","4.54","0","326.3","F","G"
"1972","55.31","ESPARREGUERA","109.559","1.33","137.87","0","0","129.28","225.65","E","E"
"1800","46.6","Cornellá de Llobregat","84.78","1.92","164.49","0","36.72","0","235.42","E","E"
"2010","56.33","SANT PERE DE TORELLÓ","124.7","0.78","114.59","0","0","177.88","215.66","E","E"
"1975","95.27","LA ROCA DEL VALLES","237.47","0.99","257.93","0","128.46","169.61","450.97","G","G"
"2006","80.27","Masquefa","90","0.77","186.36","0","0","258.11","304.31","G","F"
"1990","30.74","Sant Pere de Ribes","119.51","2.52","109.59","0","17.53","0","152.51","D","D"
"1993","99.36","Sant Cugat del Vallés","93","0.95","213.15","0","0","278.58","389.64","G","G"
"2004","90.54","Sant Vicenç dels Horts","197.49","1.26","229.42","0","11.95","278.41","351.59","G","G"
"1955","36.75","Manresa","91","1.4","113.46","145.83","0","0","173.54","E","E"
"1969","39.47","MASQUEFA","140.11","1.96","117.09","151.62","0","0","187.87","E","E"
"2010","60.02","Montgat","59.75","0.54","181.79","187.12","32.9","0","297.26","E","F"
"1979","50.52","CABRERA D'ANOIA","67.14","0.76","238.55","0","0","0","235.35","E","E"
"1972","41.21","SITGES","124.76","0.85","151.51","24.28","0","0","197.5","E","E"
"2004","45.35","CASTELLBELL I EL VILAR","76","0.9","135.92","0","137.01","0","267.71","E","E"
"1984","85.1","SANT JUST DESVERN","114.5","1.12","210.87","332.33","0","0","403.44","G","G"
"1997","56.86","Sant Vicenç dels Horts","130","0.98","143.12","0","0.74","180.42","217.16","E","E"
"2008","34.92","Castelldefels","97.51","1.06","117.41","132.23","0","0","166.8","E","E"
"1973","41.19","SANT PERE DE VILAMAJOR","61.61","0.76","144.28","0","19.81","0","202.27","E","E"
"1988","54.65","SANT PERE DE RIBES","186.5","1.02","191.23","30.86","0","0","259.35","E","E"
"1979","24.79","Collbató","64","0.97","154.99","0","17.53","0","125.07","D","D"
"1981","16.58","Cervello","103","2.71","57.75","0","22.31","0","87.95","C","C"
"1966","46.95","Castelldefels","78","0.95","165.38","24.45","6.15","0","224.14","E","E"
"2000","45.52","Abrera","195","1.22","108.68","0","0.18","146.16","172.68","E","E"
"1960","38.86","Mataró","67.9","3.37","122.43","0","0","0","184.7","E","E"
"1984","39.24","SANT VICENÇ DE CASTELLET","144","1.23","118.54","24.28","99.14","0","224.44","E","E"
"1953","45.39","Badalona","123","1.41","117.28","147.77","22.93","0","223.99","E","E"
"1978","61.03","LLIÇA D'AMUNT","232","1.3","139.03","235.48","5.11","0","290.2","E","F"
"2001","43.53","Vallirana","160","1.55","126.86","169.28","1.01","0","206.59","E","E"
"1991","41.11","Mataró","225","1.36","117.8","160.64","0","0","194.86","E","E"
"1987","53.14","Sabadell","150.07","1.25","159.95","208.54","0","0","251.63","E","E"
"1988","38.72","Vilassar de Mar","161.18","3.47","93.02","147.61","0","0","184.63","E","E"
"1987","59.57","Abrera","136","0.92","192.39","0","0","178.41","228.48","E","E"
"1960","83.96","Rubí","54.6","0.53","305.75","0","43.57","0","414.4","G","G"
"1920","38.82","Badalona","53","1.28","132.67","0","0","0","184.37","E","E"
"1988","44.48","Vilassar de Dalt","116","1.18","139.38","175.43","0","0","210.39","E","E"
"1995","43.71","Gurb","96.72","1.41","127.87","171.41","0","0","206.99","E","E"
"1927","44.25","Molins de Rei","122.54","1.17","154.6","173.36","0","0","209.65","E","E"
"1989","80.11","ABRERA","65","0.75","191.62","0","0","252.73","306.9","G","F"
"1980","67.19","Canyelles","147.77","1.11","151.82","260.49","3.24","0","319.1","F","G"
"1988","48.57","SANTA SUSANNA","92.4","1.54","138.61","191.33","0","0","229.78","E","E"
"1960","60.08","Sabadell","87","1.18","161.53","215.82","1.28","0","285.83","E","F"
"1995","31.34","Pacs del  Pendes","191","1.81","70.56","0","0","0","149.67","D","D"
"1999","50.65","Vilanova i la Geltrú","120.18","1.15","144.25","193.38","4.6","0","241.44","E","E"
"1968","59.48","Sitges","280.4","1.34","143.22","226.52","7.23","0","283.69","E","F"
"1970","60.37","Rellinars","54","0.8","211.27","0","43.76","0","302.18","F","F"
"1999","62.33","SANT LLORENÇ D'HORTONS","118.26","1.29","114.56","0","0","199.86","236.65","E","E"
"1990","53.26","Castellbisbal","85.9","1.04","140.48","0","0","167.42","204.44","E","E"
"1960","49.6","Barcelona ","63","0.91","174.3","30.76","0","0","236.2","E","E"
"1976","38.19","ESPLUGUES DE LLOBREGAT","165.6","1.3","111.54","148.89","0","0","181.13","E","E"
"1992","43.05","Castelldefels","330.8","1.16","101.27","0","5.01","133.1","166.71","E","E"
"1985","85.85","PALAFOLLS","75","0.7","253.43","331.37","0","0","408.19","G","G"
"1981","119.46","VALLIRANA","65.94","0.81","238.78","0","0","380.62","455.2","G","G"
"1985","97.82","Bigues i Riells","94.57","0.56","302.76","0","288.31","0","577.48","G","G"
"1955","39.56","Badalona","70.87","1.75","139.88","26.51","0","0","187.95","E","E"
"1989","40.14","PALAFOLLS","101.66","1.72","137.72","0","0","0","189.74","E","E"
"1969","113.61","SANT ANDREU DE LA BARCA","135.94","0.76","211.7","0","0","362.11","432.82","G","G"
"1983","56.92","Piera","71","0.96","200.52","0","0","0","270.93","E","E"
"1981","83.8","L AMETLLA DEL VALLES","131.5","0.89","169.91","0","0","265.08","320.55","G","G"
"1995","64.17","Bigues i Riells","97","0.83","174.97","0","0","197.42","240.15","F","E"
"1968","64.63","Sant Cugat del Vallés","111","1.18","202.79","0","187.75","0","381.56","F","G"
"2006","25.7","Santa Susanna","188.65","2.31","78.74","101.99","0","0","121.37","D","D"
"2009","35.47","Berga","161","1.06","128.4","0","107.15","0","209.38","D","E"
"1950","105.85","Casserres","96.19","0.99","223.47","0","0","311.25","409.77","G","F"
"1975","55.36","Sitges","347.4","1.22","145.19","210.9","0","0","264.04","E","E"
"2005","31.15","SANT CEBRIA DE VALLALTA","146.98","0.86","87.31","119.3","0","0","148.36","D","D"
"1915","34.47","Castellar del Vallés","109.2","2.17","114.49","0","36.83","0","177.16","E","E"
"1966","107.79","Gavá","137.87","1.04","168.54","0","3.24","311.33","420.18","G","G"
"1996","68.05","Canyelles","78","0.76","172.94","0","5.09","212.53","262.07","F","E"
"1970","27.68","Barcelona ","76","4.19","84.01","103.98","0","0","132.47","D","D"
"1959","82.7","Sant Cugat del Vallés","43.9","0.67","297.05","28.74","0","0","392.53","G","G"
"1920","36.78","Gelida","71.1","2.45","122.99","54.28","0","0","173.71","E","E"
"1982","32.89","Castellar del Vallès","174.6","4.54","77.93","123.87","1.48","0","157.29","D","E"
"1900","83.66","Sant Cugat del Vallés","102.18","1.05","240.91","313.25","14.27","0","400.65","G","G"
"1988","58.19","CERVELLO","87","1.18","144.73","0","0","0","270.45","E","F"
"2009","29.01","SANT CELONI","158.2","2.15","95.16","111.14","0","0","138.15","D","D"
"2005","74.44","l'Ametlla del Vallès","136.27","0.92","199.87","0","0","233.55","286.03","F","F"
"1998","50.12","Fogars de la Selva","309","3.38","122.87","0","0","154.41","192.81","E","E"
"1995","45.74","CANYELLES","51","0.73","160.05","28.74","0","0","216.97","E","E"
"1979","128.49","CASTELLAR DEL VALLES","296.94","0.76","200.04","0","0","411.64","488.12","G","G"
"1975","26.3","TARADELL","91.55","1.69","145.39","0","65.65","0","142.31","D","D"
"1950","47.5","Terrasa","139","1.6","127.91","113.39","0","0","224.34","E","E"
"2010","61.79","Olivella","73.07","0.69","146.32","0","0","196.2","235.87","E","E"
"1972","67.64","Lliçà d'Amunt","58.79","0.63","221.9","261.38","2.68","0","321.48","F","G"
"2004","78.36","Folgueroles","131.89","1.28","210.2","310.58","0","0","370.14","F","F"
"1983","66.56","Rubí","156.6","1.12","136.83","0","0","211.75","253.83","F","E"
"1920","46.28","El Prat de Llobregat","72.06","1.23","163.51","0","38.01","0","234.63","E","E"
"1995","63.42","Santa Margarida i Els Monjos","99.8","0.85","218.56","0","31.54","0","313.33","F","F"
"1979","99.74","BEGUES","124.72","1.07","202.24","0","25.65","285.81","401.01","G","G"
"2002","37.35","Puigdàlber","99.5","1.43","135.32","0","32.79","0","189.69","E","E"
"1946","62.01","SANT FELIU DE CODINES","230","2.17","116.57","0","0","196.84","236.73","E","E"
"1990","45.65","BIGUES I RIELLS","164","1.29","128.3","0","0","146.78","173.06","E","E"
"1962","63.57","El Masnou","135","1.73","129.9","246.1","3.82","0","302.05","F","F"
"1910","27.88","Sant Cugat del Vallés","129.27","2.92","91.94","30.86","0","0","132.16","D","D"
"1964","103.19","Sant Cugat del Vallés","90.5","0.96","300.66","403.25","0","0","489.16","G","G"
"1954","68.95","L'Ametlla del Vallès","61","0.69","240.72","175.57","42.66","0","315.67","F","F"
"1951","71.83","Sant Joan Despí","278.07","1.46","179.33","279.03","0","0","340.96","F","G"
"2007","31.98","Cervelló","294","1.46","79.14","0","0","98.94","123.79","D","D"
"2002","49.13","SANT VICENÇ DE MONTALT","167","1.03","142.39","193.68","0","0","232.41","E","E"
"1950","39.66","L'Ametlla del Valles","75","0.93","141.41","0","21.06","0","196.02","E","E"
"1983","62.45","Vacarisses","74.2","0.75","219.72","0","39.76","0","310.47","F","G"
"1978","87.09","MANLLEU","95","1.27","205.93","0","0","258.94","336.43","F","E"
"1995","63.09","Sabadell","145.47","1.41","169.37","247.05","0.82","0","298.94","F","F"
"1952","46.52","Cerdanyola del Valles","105.72","1.08","151.19","0","67.97","0","247.11","E","E"
"1900","24.82","Moncada i Reixach","140","3.22","85.81","0","28.61","0","128.97","D","D"
"2001","53.52","L'AMETLLA DEL VALLÈS","166.58","1.32","192.94","189.83","12.94","0","259.42","E","E"
"2013","31.16","Sitges","167.25","1.62","72.39","121.38","0","0","147.81","D","D"
"1986","56.43","Cerdanyola del Valles","116","1.82","184.27","210.98","0","0","270.32","E","E"
"1988","59.92","L'Ametlla del Vallès","117.61","1.04","170.33","0","44.29","142.78","259.94","E","E"
"2010","31.41","Granollers","151.41","1.55","109.8","96.69","1.9","0","149.19","D","D"
"2005","50.43","Sant Vicenç de Montalt","156.22","1.14","146.03","166.61","25.51","0","248.12","E","E"
"2004","15.32","La Palma de Cervelló","158.59","2.31","70.49","22.71","19.84","0","80.08","C","C"
"1973","44.15","Argentona","105","0.82","158.82","0","104.83","0","250.08","E","E"
"1900","30.18","Castellterçol","240","2.75","85.26","0","0","93.98","116.42","D","D"
"2012","41.21","MASQUEFA","165.18","0.78","119.24","0","0","126.4","160.22","E","E"
"1987","22.67","ESPLUGUES DE LLOBREGAT","200.56","2.28","69.79","89.45","0.15","0","107.19","C","D"
"1943","113.41","Sant Pere de Torelló","56.66","0.93","227.44","0","45.74","315.97","461.93","G","G"
"1992","66.55","SITGES","117.44","1.41","201.25","0","201.06","0","392.87","F","G"
"1950","63.62","Barcelona ","39.18","0.78","224.38","0","57.13","0","324.75","F","G"
"2000","59.28","LES FRANQUESES DEL VALLÈS","140","1.25","175.82","227.14","6.17","0","282.36","E","F"
