"year","emissions","municipality","surface","compactness","demand","gas_consume","electricity_consume","diesel_consume","eco_consume","co2","energy"
"1989","34.33","Terrasa","110.4","4.35","83.15","136.15","0","0","162.11","E","E"
"2007","25.62","Rubí","116.8","1.78","75.3","72.32","22.34","0","129.72","D","D"
"1973","36.74","Sant Vicenç de Montalt","121","1.21","147.79","135.2","0","0","176.63","E","E"
"1988","28.96","Sant Pol de Mar","100","2.53","91.41","0","83.57","0","170.96","D","E"
"1984","38.68","Vallgorguina","123","1.19","121.03","0","0","0","183.91","E","E"
"1970","69.74","Piera","93.2","0.82","199.51","0","20.64","202.27","278.83","F","F"
"1900","40.26","Mataró","110","5.42","94.67","155.67","0","0","191.35","E","E"
"2004","71.75","Seva","103","0.65","205.6","284.69","0","0","338.83","E","E"
"2001","73.55","Sant Celoni","112","0.86","247.65","0","0","233.17","281","F","F"
"1987","53.27","Sitges","115.21","0.95","194.36","0","31.66","0","267.14","E","E"
"1976","49.34","Torrelles de Llobregat","38.55","0.66","171.54","0","0","24.28","226.68","E","E"
"2003","83.07","El Bruc","92.41","0.74","194.04","0","0","266.05","315.58","G","F"
"1998","52.18","Premià de Dalt","123.4","1.81","130.42","202.58","0","0","247.76","E","E"
"1992","33.6","Barcelona ","76.5","1.33","99.72","129","0","0","159.94","D","E"
"1990","49.66","Igualada","123.69","2.02","143.68","197.07","0","0","234.52","E","E"
"1991","38.34","Cerdanyola del Valles","108","1.72","121.22","147.15","0","0","182.56","E","E"
"1935","52.6","Argentona","116.58","1.19","189.29","0","30.84","0","262.28","E","E"
"1966","55.33","Sabadell","111.8","1.28","212.13","31.45","25.32","0","272.36","E","E"
"1800","30.77","Igualada","79.4","4.96","74.49","122.11","0","0","145.31","D","E"
"1978","141.52","Lliçà d'Amunt","72.6","0.78","217.13","0","25.87","423.26","557.38","G","G"
"2005","32.62","Corbera de Llobregat","140","1.4","109.81","121.03","0","0","155.12","D","E"
"1988","53.44","La Roca del Vallès","90.71","1.54","139.56","211.52","0","0","252.5","E","E"
"1995","105.16","Rubí","101.36","1.13","241.78","412.35","0","0","498.09","G","G"
"1969","110.69","Piera","57.98","0.85","229.11","0","0","346.46","425.84","G","G"
"1880","36.48","Martorell","54","1.64","132.11","0","17.53","0","180.4","E","E"
"1992","93.96","BIGUES I RIELLS","98.3","0.81","222.92","0","0","298.76","358.41","G","G"
"2014","52.28","Pineda de Mar","96.49","0.76","182.45","192.78","0","0","251.22","E","E"
"2005","48.71","Sant Just Desvern","233","1.22","142.54","186.47","5.2","0","232.06","E","E"
"1990","81.13","Barberá del Vallés","120.75","0.94","239.66","307.58","6.84","0","387.4","G","G"
"2002","64.71","Sabadell","202","1.62","164.85","249.44","0","0","307.77","F","F"
"1970","57.39","Premià de Dalt","90.16","1.03","168.74","222.38","0","0","272.63","E","F"
"1988","40.25","Sant Pere de Ribes","101","1.05","118.83","155.32","0","0","191.37","E","E"
"1994","59.83","Torrelles de Llobregat","41.51","0.69","215.47","0","0","0","283.62","E","F"
"1968","81.29","manlleu","140","1.72","196.97","322.39","0","0","383.95","F","F"
"1992","66.04","Cardedeu","101.69","1.08","190.59","256.47","0","0","313.5","F","F"
"1978","78.79","LLIÇÀ D'AMUNT","177.6","1.11","280.09","0","0","0","373.85","G","G"
"2007","43.42","Sant Vicenç de Montalt","171.3","1.08","125.89","149.47","17.4","0","211.86","E","E"
"1985","28.98","SITGES","232","1.93","85.98","111.33","0","0","137.96","D","D"
"1994","43.95","Abrera","120","1.24","128.22","171.55","0","0","208.4","E","E"
"1971","47.31","Sant Cugat del Vallés","59","1.27","158.02","182.45","0","0","224.98","E","E"
"1990","31.11","Cerdanyola del Valles","305","0.89","119.01","116.4","4.39","0","149","D","D"
"1991","75.31","Rubí","121","1.46","234.74","295.88","0","0","356.54","G","G"
"2003","36.54","Santpedor","176.82","0.99","94.8","0","0","113.81","140.96","E","D"
"1900","27.84","Terrasa","134","1.93","64.37","110.4","0","0","131.49","D","D"
"2007","44.66","SANT VICENÇ DE MONTALT","144.43","1.31","102.47","177.18","0","0","210.9","E","E"
"1973","74.44","Rubí","123.86","0.85","151.69","0","0","234.89","285.15","F","F"
"1975","70.79","LLiçà d'Amunt","63","0.8","259.75","0","17.53","0","343.58","F","G"
"1982","86.05","Pujalt","147.83","2","207.51","0","21.38","253.93","341.16","E","E"
"1900","31","Vilassar de Dalt","60","1.58","104.89","28.74","0","0","146.69","D","D"
"1930","81.37","Cerdanyola del Valles","164","1.1","168.36","0","25.25","231.31","328.42","G","G"
"2006","52.43","Vilanova i la Geltrú","118.49","1.03","190.27","0","20.59","0","257.2","E","E"
"1927","75.7","Sant Cugat del Vallés","160.92","1.03","185.5","297.93","0","0","358.21","G","G"
"1975","74.15","Sant Pere de Ribes","96.9","0.85","187.12","0","0","234.81","283.47","F","F"
"1990","54.67","Sant Fost de Campsetelles","159","1.37","147.81","202.36","7.25","0","260.25","E","E"
"2004","51.26","Corbera de Llobregat","151.55","0.95","149.56","200.04","0","0","243.06","E","E"
"1983","76.08","Piera","72.45","0.78","208.45","0","0","240.9","289.5","G","F"
"1991","58.44","Masquefa","97","1.27","116.39","34.04","0","157.24","231.53","E","E"
"1900","48.31","Argentona","40.7","1.05","154.51","45.65","0","0","229.4","E","E"
"1990","51.24","LLIÇA D'AMUNT","191","1.38","184.06","0","49.55","112.02","228.89","E","E"
"1999","67.97","Lliçà d'Amunt","175.82","1.11","147.38","0","0","217.41","258.42","F","E"
"1979","48.79","SANT LLORENÇ D' HORTONS","100.55","1.24","119.35","0","0","151.64","188.42","E","E"
"2008","60.67","PIERA","112.89","1.77","140.12","237.21","0","0","287.54","E","F"
"2007","45.87","Santa Maria de Palautordera","92.38","0.67","137.46","174.48","0","0","218.85","E","E"
"2004","49.77","TORDERA","114.18","1.2","143.46","194.94","0","0","235.77","E","E"
"2005","37.88","VALLIRANA","165","3.44","78.37","0","0","118.59","145.71","E","D"
"1913","38.03","TORRELLES DE LLOBREGAT","185","1.48","137.35","0","17.53","0","187.52","E","E"
"1990","32.45","Sant Cugat del Vallés","171","3.05","77.04","122.4","2.26","0","155.13","D","E"
"1999","6.66","Les Franqueses del Vallès","95.04","0.94","94.75","0","17.91","0","38.58","A","A"
"1997","58.12","Sant Cugat del Vallés","201.92","1.07","187.26","225.59","0","0","275.96","E","F"
"1966","34.41","SANT JUST DESVERN","183.6","1.26","124.94","134.73","0.28","0","163.05","D","E"
"2004","68.06","CANYELLES","108.76","0.7","160.79","262.34","0","0","323.69","F","G"
"1951","34.77","Sabadell","70","1.79","123.27","28.74","46.02","0","182.41","D","E"
"1997","91.13","Sant Pere de Vilamajor","203.59","1.16","190.62","0","0","283.67","351.63","G","G"
"2002","60.36","Sant Cugat del Vallés","137.68","1.12","147.38","232.39","5.44","0","287.18","E","F"
"1987","33.11","Premia de Mar","152","2.37","95.04","129.54","1.41","0","156.9","D","E"
"1963","33.98","Barcelona ","70.83","1.8","121.39","24.28","0","0","161.51","D","E"
"2006","45.39","Arenys de Munt","162.85","0.93","161.34","0","0","22.53","209.64","E","E"
"2011","25.23","Centelles","244","2.54","81.34","95.47","0","0","120.52","D","D"
"2004","40.79","Moià","130.45","1.93","95.25","0","0","131.12","154.64","E","E"
"1970","62.03","Sant Cugat del Vallés","176.05","1.32","223.8","0","158.42","30.86","345.93","E","G"
"1958","83.81","Begues","180","0.94","219.68","0","0","266.43","319.73","F","E"
"1979","47.25","Cervelló","120.1","1.16","196.58","147.95","30.12","0","234.91","E","E"
"1985","31.04","Santa Perpètua de Mogoda","133.1","2.06","89.3","117.23","4.51","0","148.32","D","D"
"2008","29.32","VALLIRANA","107.25","0.82","169.37","0","82.68","0","165.25","D","E"
"1975","54.94","Sta Maria Olo","62.71","1.04","202.08","24.28","0","0","262.57","E","E"
"1968","55.87","Barcelona ","118","3.13","130.25","217.17","0","0","265.17","E","E"
"1921","41.18","Barcelona ","60","3.6","137","29.12","22.5","0","203.76","E","E"
"1925","67.33","Barcelona ","42","0.71","210.71","257.7","4.27","0","320.76","F","G"
"2014","48.79","LAVERN-SUBIRATS","83.66","0.89","134.2","0","0","153.93","186.89","E","E"
"1972","47.17","SANT FOST DE CAMPSENTELLES","149.79","1.03","171.94","0","19.29","0","232.16","E","E"
"1992","66.7","Arenys de Mar","170.71","1.95","195.87","260.04","0","0","316.36","F","F"
"2006","54.3","Sitges","334.4","1.51","126.7","210.95","0","0","257.75","E","E"
"1890","43.9","Moià","74.51","1.2","153.65","0","39.37","0","223.49","E","E"
"1986","45.23","Corbera de Llobregat","118","1.15","162.49","0","0","0","214.79","E","E"
"2003","51.52","L'Ametlla del Vallès","200","0.96","156.28","0","41.81","121.17","224.56","E","E"
"1900","77.47","Mataró","73","0.86","192.41","302.08","0","0","367.43","G","G"
"1996","56.98","Sant Antoni de Vilamajor","105","0.78","196.16","171.09","40.79","0","285.45","E","F"
"1999","60.93","Corbera de Llobregat","120.55","0.89","175.42","228.3","10.26","0","291.71","E","F"
"1991","52.21","Sant Cugat del Vallés","134.51","2.01","142.14","203.11","0.91","0","247.75","E","E"
"2003","28.92","Premià de Dalt","318","1.73","83.54","107.57","5.48","0","138.72","D","D"
"1960","68.7","Premia de Mar","57","0.74","202.65","244.86","10.05","0","328.22","F","G"
"1968","129.57","Òdena","68.61","0.72","256.38","0","37.94","372.63","520.1","G","G"
"1880","55.29","Mataró","59.5","1.2","182.54","0","52.92","0","282.93","E","F"
"1987","29.46","La Palma de Cervelló","121.98","1.68","96.09","0","10.76","82.92","119.45","D","D"
"1930","61.77","Sant Cugat del Vallés","92.65","0.96","155.74","240.42","0","0","293.1","E","F"
"1990","35.1","Castelldefels","147.1","2.12","101.95","137.09","0.36","0","166.38","E","E"
"1987","40.25"," ARENYS DE MAR ","92.17","1.54","117.88","156.51","0","0","191.01","E","E"
"1976","78.61","OLESA DE MONTSERRAT","98.08","0.88","191.13","307.2","3.61","0","372.63","G","G"
"2000","72.3","Sitges","202.5","0.77","190.33","0","0","225.25","276.46","F","F"
"1980","70.3","Lliçà d'Amunt","132.71","0.94","155.05","0","0.59","220.93","269.86","F","E"
"1979","40.04","Canyelles","47.8","0.73","196.62","0","0","0","190.47","E","E"
"2009","38.62","Sant Pere de Ribes","175.85","1.08","136.77","0","29.19","0","194.7","E","E"
"1900","51.75","Barcelona ","32.4","1.71","176.86","0","60.75","0","268.4","E","E"
"1978","141.95","Piera","56.6","0.67","325.27","0","0","0","673.61","G","G"
"2006","29.56","Cabrils","170.59","1.97","83.78","108.72","6.53","0","142.13","D","D"
"1999","73.02","SANT PERE DE VILAMAJOR ","159.2","1.35","136.81","0","0","232.15","278.54","F","F"
"1975","44.68","Vilanova i la Geltrú","79.39","1.94","110.68","174.53","0","0","211.81","E","E"
"2001","50.58","Vilanova i la Geltrú","126.52","1.48","134.62","199.62","0","0","239.18","E","E"
"2003","44.32","La Garriga","149.35","1.25","129.76","172.39","0","0","210.32","E","E"
"2002","61.97","Premià de Dalt","205.68","1.27","183.47","242.39","2.67","0","293.67","E","F"
"1999","39.08","Terrasa","169.7","1.64","90.75","0","0.01","125.64","148.18","E","E"
"1983","51.45","Palau-Solità i Plegamans","95.74","1.27","122.93","0","0","162.42","197.03","E","E"
"1970","84.75","Terrasa","83.2","0.84","191.02","336.3","0","0","400.2","G","G"
"2015","20.92","Barcelona ","202.65","1.28","77.36","72.07","8.32","0","102.03","C","D"
"1800","44.23","Castelví de Rosanes","78.02","0.8","159.27","0","17.53","0","216.44","E","E"
"1997","37.26","Gavá","187.4","1.31","134.87","22","0","0","176.73","E","E"
"1991","80.02","Centelles","90.75","1.04","181.54","0","34.62","218.54","326.44","F","E"
"2000","44.56","Sabadell","60","0.88","128.27","175.5","0.48","0","210.81","E","E"
"2005","31.99","SANT MARTI DE SESGUEIOLES","98.6","1.71","111.95","0","26.36","0","161.68","D","E"
"2007","13.17","GELIDA","139","1.72","43.42","0","39.77","0","77.72","B","C"
"2002","21.95","SITGES","81.12","4.6","62.9","87.11","0","0","103.67","C","D"
"1956","67.65","Sabadell","55.2","0.89","240.42","0","45.64","0","338.77","F","G"
"1969","44.42","Cabrils","134","0.83","172.77","0","0","0","200.58","E","E"
"1930","45.86","LA GARRIGA","104.71","1.52","150.24","39.4","0","0","217.33","E","E"
"1983","49.35","Sant Julià de Vilatorta","102","1.67","136.71","0","118.29","0","279.34","E","E"
"2007","34.42","Sant Fost de Campsentelles","150.52","2.51","87.67","133.45","0","0","163.49","D","E"
"1900","32.97","Sant Llorenç d'Hortons","112","1.83","117.8","0","19.9","0","164.24","D","E"
"2000","28.19","Sitges","209.33","1.74","85.93","87.75","10.09","0","140.3","D","D"
"1989","58.02","CABRERA DE MAR","250","1.66","132.13","227.45","2.13","0","274.83","E","F"
"1980","54.49","Vacarisses","103.25","0.83","191.93","0","33.59","0","270.44","E","F"
"1995","76.7","Palafolls","188.6","0.9","174.88","0","0","237.84","296.51","G","F"
"2006","30.39","EL PAPIOL","164.8","0.94","114.14","0","91.8","0","179.38","D","E"
"1945","33.04","Barcelona ","344","1.76","97.6","125.36","4.39","0","157.76","D","E"
"1977","69.26","CABRERA D'ANOIA","62.8","0.78","247.67","30.86","0","0","329.88","F","G"
"1993","27.33","Sant Cugat del Vallés","268.78","2.45","85.12","99.92","0","0","131.58","D","D"
"1901","38.52","Tiana","117","3.37","135.9","0","30.15","0","194.45","E","E"
"1980","100.73","Sant Vicenç dels Horts","39.02","0.56","361.42","0","53.42","0","498.92","G","G"
"2006","66.8","SITGES","410","0.9","243.39","0","19.93","0","325.05","F","G"
"1930","64.88","Berga","217","1","135.37","0","0","185.79","254.51","F","E"
"1970","39.15","Abrera","78","2.78","120.32","153.61","0","0","185.39","E","E"
"1850","66.64","Vilanova i la Geltrú","155","0.82","159.9","261.66","0","0","315.5","F","F"
"1975","28.53","Esparreguera","119","1.58","101.17","0","17.53","0","141.91","D","D"
"1961","56.94","Arenys de Mar","194","3.26","118.13","224.9","0","0","269.22","E","E"
"1936","54.22","Viladecans","60.72","0.88","194.49","0","0","0","257.37","E","E"
"1963","88","Tordera","113.24","1.03","181.29","0","0","277.64","337.09","G","G"
"1950","53.96","Calaf","64.56","0.8","180.57","209.39","0","0","256.2","E","E"
"2000","43.2","Jorba","59","0.85","150.65","0","0","0","205.07","E","E"
"2007","42.07","Sant Salvador de Guardiola","100.57","0.91","122.26","163.52","1.02","0","199.66","E","E"
"1880","52.16","Premia de Mar","100","2.09","120.2","204.21","0","0","247.13","E","E"
"1935","41.83","Malgrat de Mar","63.1","1.27","150.6","24.28","0","0","198.86","E","E"
"1989","22.41","Sant Vicenç dels Horts","92","1.29","71.25","0","64.13","0","132.27","C","D"
"1950","141.52","ST. FELIU DE CODINES","76.58","0.88","308.34","0","0","454.45","536.9","G","G"
"1980","72.27","SANT SALVADOR DE GUARDIOLA","47.09","0.64","224.18","0","186.41","0","416.25","F","G"
"1998","18.85","Gavá","264","6.6","65.87","0","56.95","0","111.29","C","D"
"2005","19.12","VACARISSES","93","1.19","93.22","0","26.79","0","97.77","C","D"
"1963","50.74","Sant Vicenç dels Horts","42","0.81","183.5","0","0","0","241.24","E","E"
"2003","37.04","Caldes de Montbui","105","1.68","112.52","0","111.26","0","218.64","E","E"
"1964","50.05","Terrasa","86","1.07","175.26","0","35.87","0","250.38","E","E"
"1930","43.16","Cornellá de Llobregat","86","0.88","154.51","0","0","0","205.04","E","E"
"1913","42.76","Vilassar de Dalt","63","1.26","134.7","164.71","0","0","203.37","E","E"
"2007","19.77","Igualada","214","1.17","119.1","0","59.72","0","116.69","C","D"
"2005","28.52","Sant Vicenç de Montalt","147.97","0.93","145.08","26.18","66.22","0","160.55","D","E"
"1910","45.49","Manresa","88.9","1.5","157.7","0","0","0","215.31","E","E"
"2008","39.21","Piera","122","1.22","134.1","30.86","0","0","186.05","E","E"
"1991","35.59","SANT ANDREU DE LLAVANERES","175.81","2.26","89.71","137.91","0.93","0","169.06","E","E"
"1959","145.71","Torrelavit","73.9","0.61","280.27","0","36.48","426.96","579.67","G","G"
"2007","67.6","Torrelles de Llobregat","138.56","1.28","152.47","262.44","0","0","319.55","F","G"
"1998","27.64","Sant Joan Despí","230","1.69","97.67","106.77","0.55","0","131.41","D","D"
"2002","42.95","Barcelona ","132","2.82","134.56","0","102.55","0","243.12","E","E"
"1962","46.65","Barcelona ","105.24","1.36","136.43","124.22","46.38","0","238.44","E","E"
"1998","52.02","LLIÇÀ DE VALL","115.2","0.93","157.34","0","157.16","0","307.09","E","F"
"1900","123.61","SNAT VICENÇ DELS HORTS","45.5","0.83","197.68","0","366.13","0","729.69","G","G"
"1960","88.4","Palau-solità i Plegamans","92.19","0.81","212.95","0","0","278.79","338.73","G","G"
"1971","76.58"," Sant Pere de Vilamajor","70.13","1.02","184.54","291.38","0","0","365.34","G","G"
"1984","59.35","Vallirana","132.88","2.07","198.43","0","69.98","0","309.27","E","F"
"1981","52.22","MARTORELLES","100","1.26","131.78","201.32","0","0","248.34","E","E"
"1991","32.22","Esplugues de Llobregat","115","2.5","116.07","110.38","11.08","0","157.38","D","E"
"1951","72.48","Sabadell","108.25","0.91","167.17","283.67","0","0","343.47","F","G"
"2012","22.79","SANTA MARGARIDA I ELS MONJOS		","125.47","2.86","69.87","84.73","0","0","109.32","D","D"
"1919","44.33","Terrasa","88","0.93","159.02","0","17.83","0","216.74","E","E"
"2000","32.66","Terrasa","185.2","1.92","114.65","77.29","0","0","154.25","E","E"
"1975","154.91","Piera","51.7","0.75","265.5","0","0","497.73","587.51","G","G"
"1999","54.21","Barcelona ","399","1.55","160.42","212.92","1","0","256.65","E","E"
"1825","56.27","Sant Feliu Sasserra","54.97","0.91","200.61","0","23.18","0","274.79","E","E"
"2007","47.33","Sant Pere de Ribes","129.7","1.55","139.38","175.85","6.01","0","227.08","E","E"
"1977","63.92","Rubí","71.46","0.77","188.11","0","0","0","305.14","F","F"
"1988","43.52","Sabadell","99.05","2.52","102.39","165.6","0","0","207.63","E","E"
"1987","16.11","RUPIT PRUIT","66.24","1.33","117.71","0","45.94","0","95.12","C","C"
"2003","26.81","Sant Celoni","117","0.96","94.46","103.75","0","0","127.36","D","D"
"1890","69.93","Barcelona ","77.4","1.77","161.12","273.85","0","0","331.33","F","G"
"2002","53.34","Sant Cugat del Vallés","199","1.1","153.49","201.3","7.89","0","254.96","E","E"
"1970","29.86","Sitges","50.44","1.13","154.59","24.28","21.54","0","149.94","D","D"
"1999","32.19","Vilanova i la Geltrú","157.6","1.5","96.41","126.3","0.08","0","152.41","D","D"
"1970","43.4","Terrasa","62.33","1.08","136.39","172.2","0","0","204.93","E","E"
"2000","27.93","Barcelona ","150.15","1.91","87.67","106.26","1.82","0","133.26","D","D"
"1988","41.61","El Masnou","112.63","2.42","110.51","160.56","3.47","0","197.83","E","E"
"1999","63.17","SANT POL DE MAR","131.3","1.05","157.92","247.36","0","0","299.3","F","F"
"1990","72.32","LA ROCA DEL VALLES","184.77","2.08","145","285.24","0","0","342.04","F","G"
"1850","53.13","BEGUES","186","0.99","125.39","0","0.96","168.28","203.11","E","E"
"1990","55.7","SANTA SUSANNA","84.92","1","183.8","218.01","0","0","263.93","E","E"
"1958","71.52","Barberá del Vallés","61.35","0.72","192.93","279.27","0","0","339.11","F","G"
"2005","56.11","SANT VICENÇ DE MONTALT","139.3","1.15","160.93","220.73","1.45","0","265.51","E","E"
"2001","58.7","Olèrdola","135.29","1.39","146.91","0","25.42","159.24","241.94","E","E"
"1996","30.21","Sant Cugat del Vallès","104.14","1.69","93.18","116.91","2.27","0","143.56","D","D"
"1963","89.39","Vic","171.95","1.26","201.61","354.6","0","0","422.17","F","G"
"1800","11.07","SEVA","162","1.05","128.52","0","27.47","0","57.41","A","B"
"1900","63.24","Sant Pere de Ribes","165.45","1.23","147.14","246.15","0","0","300.08","F","F"
"1970","72.09","Matadepera","328.1","1.34","175.45","0","22.03","205.79","290.4","F","F"
"1985","59.23","Terrasa","81.9","0.86","154.05","207.88","20.67","0","287.77","F","F"
"1988","63.13","COLLBATÓ","90","1.31","161.82","0","0","0","298.52","F","F"
"2002","43.78","Cabrils","126","1.08","150.23","172.57","0.42","0","207.08","E","E"
"2005","54.84","TORDERA","91.59","0.83","180.51","0","4.81","170.6","211.67","E","E"
"1975","43.41","Sabadell","272.15","1.05","149.82","30.86","0","0","206.07","E","E"
"1952","214.94","Granollers","67.48","0.78","258.97","0","50.65","633.98","852.36","G","G"
"1960","44.74","Cornellá de Llobregat","64","1.08","148.09","38.19","0","0","212.45","E","E"
"1925","43.96","Barcelona ","78","0.75","149.15","28.74","13.84","0","213","E","E"
"1979","69.55","Olivella","69.12","0.68","245.75","0","0","0","329.92","F","G"
"1965","64.77","Sant Boi de Llobregat","51.51","0.78","236.98","0","17.53","0","314.78","F","F"
"2005","32.75","Rubí","117","1.32","97.29","125.61","0","0","155.93","D","E"
"1940","65.07","Sabadell","51.12","0.82","216.82","0","0","0","308.61","F","F"
"2014","27.66","Mataró","147","1.66","120.39","82.98","20.4","0","138.61","D","D"
"1991","64.21","SANT JUST DESVERN","124","2.07","146.15","248.27","4.97","0","305.15","F","F"
"1997","72.79","Canyelles","133.72","0.81","173.5","0","0","213.12","282.48","F","F"
"1987","56.41","GIRONELLA","264.3","1.18","165.18","218.29","1.57","0","268.01","E","E"
"1990","67.24","Terrasa","166","1.98","151.56","266.82","0","0","317.53","F","G"
"1956","72.14","Granollers","110.42","1.06","195.81","226.19","0","0","341.82","F","G"
"1999","76.92","Vilanova i la Geltrú","126.37","1.23","207.8","299.97","0","0","364.8","G","G"
"1964","59.86","Viladecavalls","68.37","0.76","211.84","0","37.42","0","297.38","F","F"
"1973","72.78","SANTA EULALIA DE RONÇANA","91","0.79","172.41","0","0","231.04","277.86","F","F"
"1962","67.93","Figaró","112.08","0.8","161.88","0","0","214.79","259.89","F","E"
"1892","119.35","SANT VICENÇ DE TORELLÓ","287.63","0.95","295.79","0","0","383.52","452.64","G","G"
"1981","53.15","Sant Boi de Llobregat","181.52","0.92","152.97","0","2.3","165.44","205.09","E","E"
"1973","58.32","Granollers","65","0.75","164.99","0","149.77","0","334.02","E","G"
"1990","57.03","Vallirana","120","1.55","175.8","0","172.28","0","336.64","E","G"
"1992","52.27","TONA","201.6","1.28","149.77","207.44","0","0","246.85","E","E"
"1980","11.74","CABRERA DE MAR","346.19","1.12","113.32","0","35.46","0","69.28","B","C"
"2001","43.41","Terrasa","144.54","0.73","124.54","127.98","33.71","0","218.16","E","E"
"1900","72.17","Badalona","51.48","0.94","164.74","284.19","0","0","341.43","F","G"
"1984","54.17","Caldes de Montbui","86.84","1.73","125.38","211.55","0","0","256.84","E","E"
"1970","103.99","Premia de Mar","59.85","0.74","208.82","402.6","7.67","0","494.08","G","G"
"2001","25.45","El pont de Vilomara i Rocafort","188.09","1.44","81.06","100.91","0.03","0","120.23","D","D"
"1960","58.67","Barcelona ","101","0.69","201.05","0","61.79","0","303.59","E","F"
"2012","49.65","Corbera de Llobregat","151.62","1.05","146.04","0","0","154.24","191.76","E","E"
"1933","36.59","Sitges","139","1.69","130.36","0","27.6","0","184.84","E","E"
"1955","60","Barcelona ","100","0.93","221.04","0","17.53","0","292.98","E","F"
"2010","32.93","MONISTROL DE MONTSERRAT","115.73","1.01","157.26","0","27.49","0","167.18","D","E"
"2007","100.35","Olesa de Bonesvalls","122.83","1.07","146.28","0","0","320.8","381.67","G","G"
"1985","38.49","Ronda de Garbí nº 66. Urbanización Vista Mar","186","1.58","132.47","0","44.25","0","199.84","E","E"
"1995","34.07","Sitges","462.69","1.36","121.79","30.86","79.43","0","191.93","D","E"
"1960","56.01","La Pobla de Claramunt","54.05","0.79","207.71","0","169.21","0","330.64","E","G"
"1965","25.52","Jorba","35","0.57","128.39","0","71.02","0","145.36","D","E"
"2001","48.36","Rubí","120.39","1","181.57","0","146.09","0","285.47","E","F"
"1981","111.89","Cerdanyola del Valles","93.44","1.14","255.46","438.35","2.2","0","530.04","G","G"
"1820","56.74","SANT FELIU SASSERRA","104","2.5","118.36","0","18.36","162.42","228.26","E","E"
"1996","37.31","Sant Pere de Ribes","113.38","1.08","109.73","144.5","0","0","177.24","E","E"
"2012","68.32","Castellolí","129.31","1.03","215.75","0","0","0","323.4","E","E"
"1890","27.72","Centelles","166.57","3.57","84.33","103.9","0","0","132.74","C","D"
"1972","38.07","Rubí","110.1","1.83","113.32","148.02","2.2","0","180.64","E","E"
"1971","61.65","Pineda de Mar","91.81","0.9","219.14","31.82","0","0","294","E","F"
"1996","103.37","CASTELLAR DEL VALLES","112.03","1.25","195.02","0","0","327.61","394.99","G","G"
"2003","59.4","Masquefa","124.63","0.88","164.45","0","0","191","225.19","F","E"
"1974","77.27","Centelles","70.85","1.33","170.48","306.61","0","0","364.87","F","F"
"1999","31.86","Sant Vicenç dels Horts","131.58","2.57","79.52","123.8","0","0","151.23","D","D"
"1996","40.88","Barcelona ","145","2.31","99.72","161.35","0","0","193.28","E","E"
"1988","27.85","La Garriga","108.4","1.04","84.16","0","84.15","0","164.43","D","E"
"1989","34.57","Sant Cugat del Vallés","354.9","1.42","103.55","0","82.8","0","196.11","D","E"
"1987","58.74","Mollet del Vallés","107","1.31","146.45","228.41","0","0","278.77","E","F"
"1978","63.43","Arenys de Munt","271","1","128.31","0","0.99","199.8","243.18","F","E"
"1973","90.43","Esparreguera","83.3","0.85","219.49","0","0","265.29","352.28","G","G"
"1989","68.88","Esplugues de Llobregat","161.24","2.09","97.1","269.95","1.5","0","326.27","F","G"
"2000","41.04","CARDEDEU ","141","1.95","136.57","152.48","0","0","196.89","E","E"
"1999","21.99","Bigues i Riells","61.5","0.77","145.93","0","30.5","0","115.94","C","D"
"2008","27.54","GELIDA","198","1.51","97.22","0","24.98","0","140.74","D","D"
"1980","38.51","ESPARRAGUERA","47","1.52","129.77","33.33","0","0","182.98","E","E"
"1850","33.73","Rubí","163.85","1.79","118.63","0","27","0","170.39","D","E"
"1979","66.55","Barcelona ","60.7","1.2","165.23","259.55","0","0","315.61","F","F"
"1924","40.56","Sabadell","136.14","1.99","141.13","0","35.67","0","206.19","E","E"
"1973","58.04","MARTORELLES","77","2.17","134.3","226.7","0","0","275.18","E","F"
"1997","62.26","MATADEPERA","158","0.99","165.29","247.05","0","0","294","E","E"
"1997","74.66","Lliçà d'Amunt","61.67","1.01","178.56","0","0","235.51","286","F","F"
"1972","42.26","LA POBLA DE CLARAMUNT","97","0.54","121.57","163.05","3.32","0","200.93","E","E"
"1991","29.09","Molins de Rei","187","4.93","101.81","112.85","1.98","0","138.16","D","D"
"1978","103.2","Fogars de la Selva","107.11","0.54","310.5","30.86","283.59","0","600.03","G","G"
"1996","53.89","Sils","178","1.31","102.68","0","0","170.02","206.42","E","E"
"1995","72.81","CORBERA DE LLOBREGAT","203","1.43","171.16","0","0","234.11","276.04","F","F"
"2002","29.37","LA GARRIGA","136.36","2.01","89.9","0","87.57","0","173.38","D","E"
"2004","106.32","MEDIONA","61.48","0.77","199.9","0","0","337.51","405.94","G","G"
"1977","59.38","Pallejà","172.6","0.69","179.46","213.85","9.43","0","286.88","E","F"
"1979","61.88","La Torre de Claramunt","100.31","0.8","125.8","0","0","197.5","235.55","E","E"
"2005","41.79","Masquefa","119.54","1.05","129.74","0","122.76","0","246.69","E","E"
"2014","27.13","Mataró","148","1.36","118.56","80.86","20.4","0","136.08","D","D"
"1952","40.24","Terrasa","97","1.25","137.61","29.47","0","0","190.01","E","E"
"2005","52.11","Seva","94.67","0.75","149.29","206.77","0","0","246.06","E","E"
"1800","39.51","Dosrius","210","1.87","120.25","0","118.46","0","233.22","E","E"
"1955","67.16","Barcelona ","73","0.77","242.43","0","36.71","0","333.91","F","G"
